Index,Joueur,Age,Equipe,Position,Ligue,Matchs joues,Titularisations,Minutes jouees,Nombre de matchs de 90 minutes,Buts,Passes decisives,Buts + Passes decisives,Buts hors penalty,Penaltys marques,Penaltys tentes,Cartons jaunes,Cartons rouges,Buts attendus (xG),Buts attendus hors penalty (npxG),Passes decisives attendues (xAG),Somme des buts et passes attendus hors penalty,Courses progressives,Passes progressives,Receptions progressives,Buts par 90 minutes,Passes decisives par 90 minutes,Buts + Passes par 90 minutes,Buts hors penalty par 90 minutes,Buts + Passes hors penalty par 90 minutes,Buts attendus par 90 minutes,Passes decisives attendues par 90 minutes,Buts et passes attendus par 90 minutes,Buts attendus hors penalty par 90 minutes,Somme des contributions attendues par 90 minutes,Matchs de 90 minutes,Actions menant a un tir,Actions menant a un tir par 90 minutes,Actions menant a un tir via passe,Actions menant a un tir via passe arretee,Actions menant a un tir via dribble reussi,Actions menant a un tir via une tentative de tir,Actions menant a un tir via une faute subie,Actions menant a un tir via action d�fensive,Actions menant a un but,Actions menant a un but par 90 minutes,Actions menant a un but via passe,Actions menant a un but via passe arretee,Actions menant a un but via dribble reussi,Actions menant a un but via une tentative de tir,Actions menant a un but via une faute subie,Actions menant a un but via action defensive,Passes reussies,Passes tentees,Pourcentage de passes reussies,Distance totale des passes,Distance progressive des passes,Passes courtes reussies,Passes courtes tentees,Pourcentage de passes courtes reussies,Passes moyennes reussies,Passes moyennes tentees,Pourcentage de passes moyennes reussies,Passes longues reussies,Passes longues tentees,Pourcentage de passes longues reussies,Difference entre passes et passes attendues,Passes cles,Passes dans le dernier tiers,Passes dans la surface de r�paration,Centres dans la surface,Passes progressives.1,Deuxi�me carton jaune,Fautes commises,Fautes subies,Hors-jeux,Centres tentes,Interceptions,Tacles reussis,Penaltys obtenus,Penaltys concedes,Buts contre son camp,Ballons recuperes,Duels aeriens gagnes,Duels aeriens perdus,Pourcentage de duels aeriens gagnes,Tirs,Tirs cadres,Pourcentage de tirs cadres,Tirs par 90 minutes,Tirs cadres par 90 minutes,Buts par tir,Buts par tir cadre,Distance moyenne des tirs,Coups francs tentes,Penaltys marques.1,Penaltys tentes.1,Buts attendus hors penalty par tir,Difference entre buts marques et attendus,Difference entre buts hors penalty marques et attendus,Tacles,Tacles reussis.1,Tacles dans le tiers d�fensif,Tacles dans le tiers median,Tacles dans le tiers offensif,Duels defensifs gagnes,Duels defensifs tentes,Pourcentage de duels gagnes,Duels perdus,Contres,Tirs contres,Passes bloquees,Interceptions.1,Total tacles + interceptions,Degagements,Erreurs menant a un tir,Minutes par match joue,Pourcentage de minutes jouees,Titularisations.1,Minutes par titularisation,Matchs complets,Remplacements,Minutes par entree en jeu,Matchs non joues,Points par match,Succes d equipe buts marques,Succes d equipe buts concedes,Succes d'�quipe �,Succes d equipe +/-90,Succes d equipe On-Off,Succes d equipe (xG) buts attendus marques,Succes d equipe (xG) buts attendus concedes,Succes d equipe (xG) difference xG (xG+/-),Succes d equipe (xG) difference xG par 90 minutes (xG+/-90),Succes d equipe (xG) On-Off,Touches de balle,Touches de balle surface defensive,Touches de balle tiers defensif,Touches de balle tiers median,Touches de balle tiers offensif,Touches de balle surface offensive,Touches de balle en jeu,Dribbles tentes,Dribbles reussis,Pourcentage de dribbles reussis,Dribbles arretes par l adversaire,Pourcentage de dribbles arretes,Portees de balle,Distance totale des portees de balle,Distance progressive des portees de balle,Portees progressives,Portees dans le dernier tiers,Portees jusqu a la surface de reparation
33,Yacine Adli,24,Fiorentina,Milieu,Serie A,20,14,1120,12,3,4,7,3,0,0,3,1,0,0,2,2,22,96,23,0,0,0,0,0,0,0,0,0,0,12,45,3,32,9,2,2,0,0,8,0,4,2,1,1,0,0,649,798,81,12791,4149,273,301,90,260,290,89,108,178,60,1,21,80,10,3,96,1,9,16,0,56,6,18,0,0,0,69,5,15,25,11,4,36,0,0,0,0,21,1,0,0,0,2,2,31,18,11,15,5,17,38,44,21,11,1,10,6,37,18,0,56,54,14,71,4,6,21,0,1,25,14,11,0,0,18,12,5,0,0,913,26,161,551,211,9,913,24,10,41,12,50,544,3195,1488,22,25,2
34,Adrián,38,Betis,Gardien,La Liga,4,4,360,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,164,79,3436,2326,17,17,100,74,77,96,40,68,58,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,90,17,4,90,4,0,0,17,1,9,8,1,0,0,3,6,-2,0,0,169,142,168,1,0,0,169,0,0,0,0,0,110,543,375,0,0,0
35,Adryelson,26,Lyon,Défenseur,Ligue 1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,33,21,19,0,1,0,1,2,50,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,2,3,0,0,0,0,0,0,0,0,0,0,5,1,2,3,0,0,5,0,0,0,0,0,1,0,0,0,0,0
36,Vasilije Adžić,18,Juventus,Milieu,Serie A,3,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,12,16,75,202,22,6,8,75,5,6,83,1,1,100,0,0,1,1,0,1,0,1,0,0,0,0,2,0,0,0,2,2,2,50,1,1,100,3,3,0,0,29,0,0,0,0,0,0,2,2,0,1,1,0,1,0,1,0,0,0,0,2,0,0,9,1,0,0,0,3,9,13,3,1,0,1,3,2,0,0,0,0,0,19,0,2,7,10,1,19,1,0,0,1,100,8,25,5,0,1,0
37,Michel Aebischer,28,Bologna,Milieu,Serie A,7,5,378,4,0,0,0,0,0,0,0,0,0,0,0,0,4,19,9,0,0,0,0,0,0,0,0,0,0,4,9,2,6,2,0,0,0,1,0,0,0,0,0,0,0,0,170,196,86,3073,764,76,83,91,74,82,90,19,22,86,0,6,17,3,1,19,0,8,8,0,6,5,4,0,0,0,18,3,6,33,5,2,40,1,0,0,0,21,1,0,0,0,0,0,7,4,1,4,2,4,8,50,4,3,1,2,5,12,2,0,54,18,5,65,1,2,26,2,1,3,4,-1,0,0,2,4,-2,0,0,234,6,33,138,64,7,234,3,1,33,1,33,127,500,180,4,6,2
38,Oladapo Afolayan,26,St. Pauli,Attaquant,Bundesliga,20,13,1244,13,2,1,3,2,0,0,2,0,2,2,3,5,40,22,87,0,0,0,0,0,0,0,0,0,0,13,40,2,21,0,11,5,3,0,6,0,3,0,3,0,0,0,238,339,70,4127,969,111,140,79,90,118,76,29,40,72,-2,16,16,9,8,22,0,17,32,9,42,7,8,1,0,0,55,12,36,25,28,9,32,2,0,0,0,19,0,0,0,0,0,0,15,8,4,7,4,5,14,35,9,12,1,11,7,22,14,0,62,65,13,82,2,7,26,1,1,12,19,-7,0,0,14,20,-5,0,0,544,9,68,229,258,48,544,77,39,50,33,42,364,2519,1050,40,33,20
39,Emmanuel Agbadou,27,Wolves,Défenseur,Premier League,4,4,360,4,0,0,0,0,0,0,1,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,4,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,151,198,76,3281,1052,56,62,90,65,76,85,30,51,58,0,0,4,0,0,6,0,0,1,1,0,5,9,0,0,0,24,8,5,61,1,0,0,0,0,0,0,29,0,0,0,0,0,0,14,9,10,4,0,7,11,63,4,4,2,2,5,19,23,0,90,16,4,90,4,0,0,0,0,3,7,-4,-1,0,4,6,-1,0,0,250,44,146,99,8,0,250,6,5,83,1,16,134,693,300,1,2,0
40,Emmanuel Agbadou,27,Reims,Défenseur,Ligue 1,14,14,1260,14,0,0,0,0,0,0,3,0,0,0,0,0,10,77,0,0,0,0,0,0,0,0,0,0,0,14,21,1,19,0,1,1,0,0,1,0,1,0,0,0,0,0,810,922,87,16521,6962,293,316,92,400,417,95,110,174,63,0,8,71,4,1,77,0,13,6,0,1,19,17,0,0,0,85,18,11,62,15,3,20,1,0,0,0,28,1,0,0,0,0,0,25,17,19,3,3,19,26,73,7,22,13,9,19,44,64,1,90,66,14,90,14,0,0,0,1,19,17,2,0,1,18,21,-3,0,0,1080,178,565,474,45,4,1080,12,9,75,3,25,621,3413,1974,10,9,0
41,Asher Agbinone,19,Crystal Palace,Milieu,Premier League,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,66,32,0,1,1,100,1,2,50,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,15,0,0,0,26,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,2,3,10,0,0,0,0,0,0,0,0,0,1,1,8,0,0,2,6,0,8,2,0,0,1,50,5,53,23,2,0,0
42,Jeremy Agbonifo,19,Lens,Attaquant,Ligue 1,2,0,76,0,1,0,1,1,0,0,0,0,0,0,0,0,4,1,8,1,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,75,49,16,6,6,100,0,0,0,0,0,0,0,0,1,0,0,1,0,2,1,1,0,1,2,0,0,0,3,0,2,0,3,2,66,3,2,0,0,13,0,0,0,0,0,0,2,2,2,0,0,1,1,100,0,0,0,0,1,3,0,0,38,4,0,0,0,2,38,0,1,1,1,0,0,0,1,1,0,0,0,21,0,6,9,8,6,21,4,2,50,2,50,16,118,36,4,0,3
43,Julen Agirrezabala,24,Athletic Club,Gardien,La Liga,14,14,1206,13,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,281,411,68,7681,5777,46,46,100,165,165,100,70,196,35,0,0,1,0,0,0,0,3,1,0,0,0,0,0,2,0,21,5,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,86,58,14,86,12,0,0,7,2,22,9,13,0,0,19,11,8,0,0,437,357,436,1,0,0,437,0,0,0,0,0,237,1238,682,0,0,0
44,Lucien Agoume,23,Sevilla,Milieu,La Liga,21,12,1042,11,0,0,0,0,0,0,3,1,0,0,0,0,13,54,13,0,0,0,0,0,0,0,0,0,0,11,24,2,22,0,1,1,0,0,2,0,1,0,0,1,0,0,508,628,80,7863,2274,278,310,89,175,210,83,40,68,58,0,8,48,4,0,54,0,22,3,2,4,19,8,0,1,0,74,20,22,47,5,0,0,0,0,0,0,13,0,0,0,0,0,0,30,8,10,16,4,13,20,65,7,17,6,11,19,49,14,0,50,50,12,80,4,9,9,1,1,11,22,-11,0,-1,11,18,-6,0,0,744,31,175,465,113,9,744,13,11,84,2,15,338,1538,685,13,12,1
45,Felix Agu,25,Werder Bremen,Défenseur,Bundesliga,10,10,799,8,2,0,2,2,0,0,1,0,0,0,0,1,17,16,69,0,0,0,0,0,0,0,0,0,0,8,17,1,14,0,1,0,2,0,1,0,1,0,0,0,0,0,306,378,81,4868,1462,148,171,86,128,156,82,18,26,69,0,11,9,14,8,16,0,7,17,2,21,8,5,0,0,1,25,9,12,42,3,3,100,0,0,0,0,12,0,0,0,0,1,1,10,5,6,3,1,5,11,45,6,6,2,4,8,18,23,0,80,42,10,80,4,0,0,1,1,14,20,-6,0,0,11,11,0,0,0,463,23,144,197,123,20,463,10,3,30,6,60,251,1183,587,17,6,3
46,Álvaro Aguado,28,Espanyol,Milieu,La Liga,11,4,406,4,0,0,0,0,0,0,2,0,0,0,0,0,9,25,2,0,0,0,0,0,0,0,0,0,0,4,13,2,12,0,0,1,0,0,0,0,0,0,0,0,0,0,158,205,77,3028,942,53,69,76,82,97,84,21,30,70,0,2,22,7,3,25,0,5,7,0,11,3,2,0,0,0,31,3,2,60,9,0,0,2,0,0,0,23,1,0,0,0,0,0,4,2,2,2,0,2,8,25,6,6,1,5,3,7,5,1,37,19,4,71,0,7,17,10,0,4,7,-3,0,0,4,7,-3,0,0,255,6,57,141,60,3,255,7,4,57,2,28,144,1122,564,9,5,1
47,Lorenzo Aguado,22,Real Madrid,Défenseur,La Liga,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,100,34,0,0,0,0,0,0,0,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,2,3,5,3,0,0,0,0,-1,0,0,0,3,2,3,0,3,0,0,0,3,0,0,0,0,0,1,2,0,0,0,0
48,Nayef Aguerd,28,Real Sociedad,Défenseur,La Liga,17,17,1459,16,0,0,0,0,0,0,4,0,2,2,0,2,22,66,1,0,0,0,0,0,0,0,0,0,0,16,12,0,10,1,0,1,0,0,1,0,1,0,0,0,0,0,996,1131,88,19279,7043,379,397,95,488,521,93,118,183,64,0,5,76,3,1,66,0,9,18,0,2,13,23,0,1,0,60,51,27,65,12,4,33,0,0,0,0,12,0,0,0,0,-2,-2,29,23,16,12,1,11,17,64,6,18,12,6,13,42,76,0,86,70,17,86,14,0,0,2,1,17,11,6,0,1,23,15,7,0,1,1303,112,587,676,42,12,1303,7,4,57,1,14,817,4844,3034,22,12,0
49,Ruben Aguilar,31,Lens,Défenseur,Ligue 1,6,3,279,3,0,1,1,0,0,0,1,0,0,0,0,0,2,14,29,0,0,0,0,0,0,0,0,0,0,3,8,2,8,0,0,0,0,0,1,0,1,0,0,0,0,0,169,210,80,2268,896,109,120,90,41,58,70,9,13,69,0,2,9,3,0,14,0,5,2,1,10,5,7,0,0,0,21,2,2,50,2,0,0,0,0,0,0,13,0,0,0,0,0,0,10,7,6,4,0,7,9,77,2,5,1,4,5,15,2,0,47,14,3,81,2,3,12,3,2,3,0,3,0,0,5,2,3,1,0,242,2,55,108,83,8,242,3,1,33,2,66,109,456,187,2,5,0
50,Naouirou Ahamada,22,Rennes,Milieu,Ligue 1,2,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14,92,195,29,5,6,83,8,8,100,0,0,0,0,0,2,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,2,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,20,2,0,0,0,2,20,8,1,1,0,1,2,2,0,0,0,0,0,19,1,6,11,2,0,19,0,0,0,0,0,11,108,47,1,1,0
51,Honest Ahanor,16,Genoa,Défenseur,Serie A,2,1,85,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,12,17,70,275,122,3,5,60,7,7,100,2,4,50,0,0,0,0,0,2,0,0,4,0,1,0,1,0,0,0,5,0,1,0,1,0,0,1,0,0,0,9,0,0,0,0,0,0,2,1,0,2,0,2,4,50,2,0,0,0,0,2,2,0,43,3,1,68,0,1,17,10,1,1,2,-1,-1,0,0,2,-1,-1,-1,24,1,9,6,9,1,24,1,0,0,0,0,11,87,29,1,0,0
52,Erik Ahlstrand,23,St. Pauli,Attaquant,Bundesliga,5,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,76,125,21,7,7,100,2,4,50,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,9,2,0,0,0,5,9,5,1,1,1,0,0,0,1,1,0,0,1,22,0,2,10,10,2,22,0,0,0,0,0,12,68,26,1,2,0
53,Jean-Eudes Aholou,30,Angers,Milieu,Ligue 1,20,20,1500,16,2,0,2,2,0,0,5,0,1,1,0,1,14,59,12,0,0,0,0,0,0,0,0,0,0,16,26,1,16,0,2,3,2,3,0,0,0,0,0,0,0,0,528,616,85,8360,2194,259,288,89,243,267,91,13,32,40,0,7,36,5,0,59,0,38,18,1,2,32,26,0,0,0,85,27,17,61,24,6,25,1,0,0,0,19,0,0,0,0,0,0,43,26,20,14,9,18,37,48,19,28,12,16,32,75,25,0,75,79,20,75,5,0,0,0,1,15,23,-8,0,0,16,24,-7,0,0,837,37,210,502,133,27,837,23,11,47,10,43,412,1821,883,14,7,2
54,Joseph Aidoo,29,Valladolid,Défenseur,La Liga,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,47,57,528,292,11,14,78,10,15,66,5,16,31,0,0,3,1,0,1,0,0,1,0,0,1,0,0,0,0,5,1,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,90,4,1,90,1,0,0,1,0,0,1,-1,-1,0,0,2,-1,-1,0,53,12,34,19,0,0,53,0,0,0,0,0,27,96,21,0,0,0
55,Joseph Aidoo,29,Celta Vigo,Défenseur,La Liga,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,85,126,81,1,1,100,5,5,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,2,13,3,1,0,1,45,45,0,0,0,14,14,8,0,4,4,0,0,8,0,0,0,0,0,7,9,8,0,0,0
56,Ayman Aiki,19,Saint-Étienne,Attaquant,Ligue 1,5,1,127,1,0,0,0,0,0,0,0,0,0,0,0,0,4,5,8,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,29,58,234,93,12,17,70,4,7,57,1,3,33,0,1,2,1,0,5,0,4,1,0,1,1,3,0,0,0,7,1,4,20,3,1,33,2,0,0,0,23,0,0,0,0,0,0,3,3,1,2,0,1,1,100,0,1,0,1,1,4,0,0,25,6,1,58,0,4,17,3,0,0,3,-3,-2,0,0,3,-3,-2,-1,48,1,10,20,19,2,48,4,0,0,4,100,33,169,95,4,2,1
57,Ola Aina,28,Nott'ham Forest,Défenseur,Premier League,24,24,2081,23,2,1,3,2,0,0,2,0,0,0,0,1,47,82,45,0,0,0,0,0,0,0,0,0,0,23,42,1,34,5,1,1,0,1,2,0,1,0,0,0,0,1,705,960,73,10873,4703,379,431,87,257,351,73,41,114,36,0,9,65,14,7,82,0,14,25,2,34,29,35,0,0,0,134,10,15,40,7,2,28,0,0,0,1,22,0,0,0,0,1,1,46,35,32,13,1,30,49,61,19,22,7,15,29,75,72,1,87,96,24,87,20,0,0,0,1,40,24,16,0,4,31,24,6,0,1,1213,105,445,500,290,18,1213,50,24,48,17,34,529,3472,2033,47,30,9
58,Rayan Aït-Nouri,23,Wolves,Défenseur,Premier League,23,23,1953,21,3,5,8,3,0,0,6,1,1,1,2,3,54,76,104,0,0,0,0,0,0,0,0,0,0,21,42,1,28,5,4,3,1,1,7,0,5,1,0,0,0,1,884,1051,84,12388,3597,537,577,93,287,330,87,26,68,38,2,19,49,20,4,76,1,22,24,2,45,16,34,0,0,0,101,13,20,39,19,5,26,0,0,0,0,14,0,0,0,0,1,1,56,34,38,15,3,29,44,65,15,29,5,24,16,72,48,1,85,90,23,85,12,0,0,0,0,29,51,-22,-1,-2,22,36,-13,0,0,1288,66,366,566,375,49,1288,73,36,49,24,32,680,3958,2166,54,38,16
59,Junior Ajayi,20,Hellas Verona,Attaquant,Serie A,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,11,3,0,0,0,0,1,0,0,0,-4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,Kristoffer Ajer,26,Brentford,Défenseur,Premier League,11,10,792,8,0,0,0,0,0,0,3,0,0,0,0,1,17,32,22,0,0,0,0,0,0,0,0,0,0,8,13,1,11,0,1,1,0,0,2,0,2,0,0,0,0,0,301,388,77,4818,1772,158,182,86,117,152,77,18,32,56,0,4,29,3,3,32,0,8,5,0,8,6,8,0,0,0,23,14,15,48,4,2,50,0,0,0,0,9,0,0,0,0,0,0,11,8,8,3,0,5,14,35,9,9,2,7,6,17,24,0,72,36,10,78,4,1,15,2,0,12,16,-4,0,0,12,13,0,0,0,466,32,168,214,89,21,466,10,5,50,5,50,253,1460,859,17,7,1
61,Ludovic Ajorque,30,Brest,Attaquant,Ligue 1,19,17,1483,16,9,1,10,9,0,1,4,0,6,5,2,7,6,30,76,0,0,0,0,0,0,0,0,0,0,16,40,2,34,0,2,1,2,1,4,0,1,0,1,1,1,0,281,403,69,4096,639,162,219,74,83,113,73,20,27,74,-1,26,25,8,0,30,0,37,17,8,2,4,12,2,0,0,42,82,73,52,26,16,61,1,0,0,0,12,0,0,1,0,3,3,15,12,3,5,7,5,16,31,11,14,4,10,4,19,17,0,78,78,17,84,10,2,28,0,1,25,27,-2,0,0,22,28,-5,0,0,549,22,51,270,233,67,548,13,6,46,7,53,251,829,308,6,10,2
62,Manuel Akanji,29,Manchester City,Défenseur,Premier League,20,20,1707,19,0,0,0,0,0,0,3,0,0,0,0,1,38,135,6,0,0,0,0,0,0,0,0,0,0,19,34,1,34,0,0,0,0,0,2,0,2,0,0,0,0,0,1389,1479,93,22799,6245,666,694,96,641,671,95,68,92,73,0,9,149,11,2,135,0,16,9,0,11,7,10,0,0,0,86,23,29,44,10,1,10,0,0,0,0,16,0,0,0,0,0,0,15,10,8,4,3,7,12,58,5,11,8,3,7,22,55,3,85,79,20,85,17,0,0,2,1,40,27,13,0,0,37,26,10,0,0,1591,108,472,773,348,11,1591,2,2,100,0,0,1041,5502,3286,38,52,0
63,Ümit Akdag,21,Toulouse,Défenseur,Ligue 1,5,5,356,4,0,0,0,0,0,0,1,0,0,0,0,0,3,24,7,0,0,0,0,0,0,0,0,0,0,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,219,276,79,3705,1409,95,116,81,115,125,92,8,26,30,0,1,12,1,0,24,0,6,0,0,1,11,2,0,0,0,20,16,4,80,2,0,0,0,0,0,0,24,0,0,0,0,0,0,5,2,1,4,0,3,8,37,5,7,5,2,11,16,11,0,71,18,5,71,0,0,0,14,0,1,7,-6,-1,-1,6,5,1,0,0,313,21,111,192,14,1,313,1,1,100,0,0,173,742,354,3,1,0
64,Nathan Aké,29,Manchester City,Défenseur,Premier League,9,7,602,6,0,0,0,0,0,0,0,0,0,0,0,0,11,39,2,0,0,0,0,0,0,0,0,0,0,6,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,439,469,93,7148,2401,216,221,97,202,208,97,17,29,58,0,0,32,1,0,39,0,2,0,0,1,3,7,0,0,0,22,13,10,56,3,0,0,0,0,0,0,10,0,0,0,0,0,0,9,7,7,2,0,4,5,80,1,7,2,5,3,12,20,1,67,27,7,79,2,2,24,6,1,11,9,2,0,0,11,12,-1,0,0,519,47,186,277,57,4,519,1,1,100,0,0,344,1912,1263,11,11,1
65,Ilias Akhomach,20,Villarreal,Milieu,La Liga,11,7,584,6,1,0,1,1,0,0,1,0,0,0,1,1,30,12,64,0,0,0,0,0,0,0,0,0,0,6,29,4,17,0,5,1,6,0,1,0,0,0,0,0,1,0,136,185,73,2161,534,76,88,86,46,63,73,8,14,57,-1,9,5,8,2,12,0,9,21,1,18,3,7,0,0,0,30,6,6,50,17,6,35,2,0,0,0,23,0,0,0,0,0,0,12,7,4,4,4,6,12,50,6,8,0,8,3,15,13,0,53,28,7,69,0,4,25,1,1,8,7,1,0,0,8,6,2,0,0,292,8,44,89,162,29,292,43,19,44,17,39,200,1310,759,30,18,20
66,Sergio Akieme,27,Reims,Défenseur,Ligue 1,18,17,1493,16,1,1,2,1,0,0,3,0,0,0,1,1,34,49,60,0,0,0,0,0,0,0,0,0,0,16,18,1,16,0,0,1,1,0,1,0,1,0,0,0,0,0,523,651,80,7399,2098,311,333,93,186,230,80,13,54,24,0,9,23,11,6,49,0,17,13,0,51,13,17,0,0,0,66,13,15,46,16,3,18,0,0,0,0,20,0,0,0,0,0,0,23,17,20,2,1,16,24,66,8,18,5,13,13,36,45,4,83,79,17,87,13,1,13,0,0,17,26,-9,0,-1,18,29,-11,0,0,828,53,295,304,238,19,828,22,10,45,12,54,401,2479,1374,34,25,5
67,Maghnes Akliouche,22,Monaco,Attaquant,Ligue 1,19,15,1375,15,3,5,8,3,0,0,1,0,4,4,4,9,63,101,128,0,0,0,0,0,0,0,0,0,0,15,68,4,50,1,6,5,4,2,8,0,7,0,0,1,0,0,557,704,79,7504,2489,345,386,89,168,215,78,20,40,50,0,32,41,32,1,101,0,19,23,7,32,9,19,0,0,0,78,2,9,18,34,7,20,2,0,0,0,16,1,0,0,0,-1,-1,31,19,9,11,11,12,27,44,15,11,0,11,9,40,6,0,72,72,15,86,12,4,22,0,1,29,23,6,0,0,33,20,12,0,0,914,14,102,374,454,87,914,60,28,46,31,51,582,3565,1913,63,53,26
68,Clément Akpa,23,Auxerre,Défenseur,Ligue 1,19,17,1501,16,0,0,0,0,0,0,3,0,0,0,0,0,20,54,23,0,0,0,0,0,0,0,0,0,0,16,17,1,12,2,0,0,1,2,2,0,1,0,0,0,1,0,587,732,80,11760,4622,206,237,86,296,333,88,78,142,54,0,7,44,10,5,54,0,5,19,0,23,24,22,0,1,0,84,23,21,52,4,1,25,0,0,0,0,19,0,0,0,0,0,0,34,22,20,8,6,21,30,70,9,28,7,21,24,58,76,1,79,79,17,84,13,2,34,1,1,23,29,-6,0,0,18,31,-12,0,0,927,96,459,378,99,5,927,16,4,25,10,62,522,2674,1478,20,17,1
69,Jean-Daniel Akpa-Akpro,32,Monza,Milieu,Serie A,4,3,228,2,0,0,0,0,0,0,2,0,0,0,0,0,1,4,2,0,0,0,0,0,0,0,0,0,0,2,3,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,64,87,73,978,393,35,40,87,21,28,75,5,7,71,0,2,2,2,1,4,0,9,3,0,2,2,3,0,0,0,21,5,8,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,5,1,0,3,8,37,5,8,2,6,2,8,3,0,57,10,3,71,0,1,16,0,0,3,4,-1,0,0,1,4,-2,-1,0,130,8,56,53,21,1,130,12,3,25,6,50,73,360,95,1,1,0
